title,pos_score_OL,neg_score_OL,pos_score_MPQA,neg_score_MPQA,pos_score_LIWC,neg_score_LIWC,pos_score_ANEW,neg_score_ANEW,length,date,country,continent
"United States House of Representatives elections in California, 1928",1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1928-11-06,,
"United States House of Representatives elections in California, 1930",1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1930-11-04,,
"United States House of Representatives elections in California, 1984",1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1984-11-06,,
"United States House of Representatives elections in California, 1986",1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1986-11-04,,
"United States House of Representatives elections in California, 1988",1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1988-11-08,,
"United States House of Representatives elections in California, 1992",1.6949,3.3898,8.4746,3.3898,8.4746,3.3898,1.6356,0.0,59,1992-11-03,,
"United States House of Representatives elections in California, 2002",1.2048,2.4096,6.0241,2.4096,6.0241,2.4096,1.1627,0.0,83,2002-11-05,,
"United States House of Representatives elections in California, 2004",1.1765,2.3529,5.8824,2.3529,5.8824,2.3529,1.1353,0.0,85,2004-11-02,,
"United States House of Representatives elections in California, 2010",1.2048,2.4096,6.0241,2.4096,6.0241,2.4096,1.1627,0.0,83,2010-11-02,,
"United States presidential election in California, 1968",5.2632,0.0,5.2632,0.0,0.0,0.0,0.2895,0.0,19,1968-11-05,,
"United States presidential election in California, 1996",1.6949,3.3898,8.4746,3.3898,8.4746,3.3898,1.6356,0.0,59,1996-11-05,,
"United States Senate election in California, 1992",1.6,3.2,6.4,3.2,6.4,2.4,1.544,0.0,125,1992-11-03,,
"United States Senate election in California, 2006",2.9197,1.4599,7.2993,1.4599,4.3796,1.4599,1.1423,0.0,137,2006-11-07,,
"United States Senate special election in California, 1992",6.5574,1.6393,14.7541,8.1967,6.5574,1.6393,0.0,0.7705,61,1992-11-03,,
Action off Galveston Light,3.2787,0.0,4.918,0.0,1.6393,0.0,0.2951,0.0,61,1863-01-11,,
Genesis (2011),1.0256,2.0513,3.0769,2.0513,4.6154,1.0256,0.9897,0.0,195,2011-01-09,,
Battle of Mocopulli,12.5,0.0,12.5,0.0,12.5,0.0,6.625,0.0,8,1824-04-01,Chile,South America
"California Insurance Commissioner election, 2010",4.5455,3.0303,12.1212,6.0606,6.0606,1.5152,0.1591,0.7121,66,2010-11-02,,
Battle of Ty-ho Bay,0.0,9.0909,0.0,18.1818,0.0,9.0909,0.0,0.0,11,1855-08-04,,
"Victorian state election, 2014",5.4729,3.1881,9.8831,4.4102,3.1881,1.8066,1.4536,0.3215,1882,2014-11-29,,
"United States presidential election in Colorado, 2008",2.8571,1.9048,6.6667,1.9048,4.7619,1.9048,0.919,0.0,105,2008-11-04,,
"Missouri lieutenant gubernatorial election, 2008",1.9355,1.2903,4.5161,1.2903,2.5806,1.2903,0.6226,0.0,155,2008-11-04,,
UFC 130,2.7972,2.0979,5.5944,2.7972,2.7972,0.6993,0.3077,0.0,143,2011-05-28,,
"United States Senate election in Florida, 1994",1.8182,3.6364,5.4545,3.6364,5.4545,1.8182,1.7545,0.0,55,1994-11-08,,
"Florida gubernatorial election, 1994",1.4706,2.9412,4.4118,2.9412,4.4118,1.4706,1.4191,0.0,68,1994-11-08,,
"Georgia General Assembly elections, 2010",1.0526,2.1053,3.6842,2.1053,3.1579,1.0526,1.0158,0.0,190,2010-11-02,,
"Georgia Republican primary, 2008",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2008-02-05,,
"Georgia state elections, 2008",1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,2008-11-04,,
"United States presidential election in Georgia, 2008",3.1915,3.1915,8.5106,3.1915,6.382999999999999,2.1277,2.5266,0.0,94,2008-11-04,,
"United States Senate election in Georgia, 2004",5.0,0.0,10.0,0.0,5.0,5.0,3.575,0.0,20,2004-11-02,,
First and Second Battles of Kakarak,1.8182,3.6364,5.4545,3.6364,5.4545,1.8182,1.7545,0.0,55,2009-04-12,,
"Hawaii Democratic caucuses, 2008",1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,2008-02-19,,
"United States presidential election in Hawaii, 2008",2.4194,1.6129,5.6452,1.6129,4.0323,1.6129,0.7782,0.0,124,2008-11-04,,
"United States presidential election in Idaho, 2008",2.8571,1.9048,6.6667,1.9048,4.7619,1.9048,0.919,0.0,105,2008-11-04,,
"United States Senate election in Kansas, 1998",12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,8,1998-11-03,,
"United States Senate election in Indiana, 2012",2.451,0.9804,4.902,0.9804,4.4118,0.9804,0.9338,0.0,204,2012-11-06,,
"United States presidential election in Louisiana, 2008",2.1583,0.7194,5.0360000000000005,1.4388,3.5971,0.7194,0.6942,0.0,139,2008-11-04,,
"United States presidential election in Kentucky, 2004",5.5556,2.7778,11.1111,2.7778,2.7778,2.7778,0.0,0.0,36,2004-11-02,,
"United States presidential election in Kentucky, 2008",3.3557,2.0134,7.3826,2.0134,4.0268,2.0134,0.6477,0.0,149,2008-11-04,,
"United States Senate election in Kentucky, 1984",5.5556,2.7778,11.1111,2.7778,2.7778,2.7778,0.0,0.0,36,1984-11-05,,
"United States Senate election in Kentucky, 1990",5.5556,2.7778,11.1111,2.7778,2.7778,2.7778,0.0,0.0,36,1990-11-05,,
"Kentucky Republican primary, 2008",5.5556,2.7778,11.1111,2.7778,2.7778,2.7778,0.0,0.0,36,2008-05-20,,
"United States Senate election in Maine, 2012",4.5652,1.9565,7.3913,3.4783,4.1304,1.087,1.05,0.0082,460,2012-11-06,,
"United States presidential election in Maryland, 2008",1.1111,2.2222,5.5556,2.2222,5.5556,2.2222,1.0722,0.0,90,2008-11-04,,
"United States Senate election in Maryland, 2012",4.2904,3.9604,9.901,4.6205,4.9505,1.9802,1.0462,0.7607,303,2012-11-06,,
Armageddon (1999),1.3158,3.9474,6.5789,5.2632,6.5789,5.2632,1.9836,0.648,76,1999-12-12,,
"United States presidential election in Illinois, 2008",2.8571,1.9048,6.6667,1.9048,4.7619,1.9048,0.919,0.0,105,2008-11-04,,
"Illinois gubernatorial election, 1842",5.8824,3.9216,11.7647,7.8431,5.8824,1.9608,0.152,0.9216,51,1842-08-01,,
"United States Senate election in Michigan, 2002",7.4074,4.9383,11.1111,7.4074,9.8765,3.7037,1.9691,2.6821,81,2002-11-05,,
Sino-Burmese War (1765–69),3.0199,2.059,4.9417,2.8826,3.8435,1.0981,0.8009999999999999,0.0491,1457,1769-12-22,,
Ojo de Agua Raid,10.7143,0.0,12.5,0.0,12.5,0.0,4.1161,0.0,56,1915-10-21,,
"Minnesota State Auditor election, 2006",1.6393,3.2787,4.918,3.2787,4.918,1.6393,1.582,0.0,61,2006-11-07,,
"Minnesota State Auditor election, 2010",1.6393,3.2787,4.918,3.2787,4.918,1.6393,1.582,0.0,61,2010-11-02,,
"United States Senate election in Minnesota, 2012",3.9409,3.4483,10.3448,4.9261,4.9261,0.9852,2.6724,0.0751,203,2012-11-06,,
"Liberian general election, 1927",4.0816,4.0816,5.102,3.0612,4.0816,1.0204,3.7551,0.4413,98,1927-05-03,,
Fully Loaded (2000),1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.6638,0.0,58,2000-07-23,,
Fully Loaded (1999),0.9901,1.9802,2.9703,1.9802,2.9703,0.9901,1.0743,0.0,101,1999-07-25,,
"Missouri gubernatorial election, 2012",1.2195,2.439,3.6585,2.439,3.6585,1.2195,1.1768,0.0,82,2012-11-06,,
"Nebraska Democratic caucuses, 2008",1.3699,2.7397,6.8493,2.7397,4.1096,1.3699,1.5274,0.0,73,2008-02-09,,
"United States presidential election in Nevada, 2008",2.8571,1.9048,6.6667,1.9048,4.7619,1.9048,0.919,0.0,105,2008-11-04,,
"United States presidential election in New Hampshire, 2008",1.8851,1.8851,3.9497,2.693,2.693,1.0772,0.6782,0.1569,1114,2008-11-04,,
"United States Senate election in New Mexico, 1988",1.9231,3.8462,9.6154,3.8462,9.6154,3.8462,1.8558,0.0,52,1988-11-08,,
"New Jersey's 7th congressional district election, 2008",1.6949,3.3898,5.0847,3.3898,5.0847,1.6949,1.6356,0.0,59,2008-11-04,,
Battle of Rappahannock River,4.5455,0.0,4.5455,0.0,0.0,0.0,0.0,0.0,22,1813-04-03,,
Toyohashi Air Raid,3.6364,1.8182,5.4545,1.8182,3.6364,5.4545,2.2955,0.0,55,1945-06-20,Japan,Asia
"New York's 25th congressional district election, 2008",1.8182,3.6364,5.4545,3.6364,5.4545,1.8182,1.7545,0.0,55,2008-11-04,,
"New York's 29th congressional district elections, 2010",0.7519,0.7519,2.2556,0.7519,2.2556,0.7519,0.5827,0.0,133,2010-11-02,,
Battle of Beitang,0.0,2.6042,0.0,2.6042,0.0,0.0,1.5,1.1263,192,1900-09-20,,
"Botany by-election, 2011",0.5319,0.7979,2.1277,1.0638,2.1277,0.7979,0.8590000000000001,0.0,376,2011-03-05,,
"Republican National Committee chairmanship election, 2011",3.6232,2.8986,7.2464,3.6232,2.8986,1.4493,0.5054,0.0,138,2011-01-14,,
"United States presidential election in Ohio, 2008",3.4653,2.4752,8.9109,2.9703,4.4554,2.4752,0.3837,0.2327,202,2008-11-04,,
"United States Senate election in Ohio, 1974",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,1974-11-03,,
"United States Senate election in Ohio, 1980",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,1980-11-03,,
"United States Senate election in Ohio, 1986",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,1986-11-03,,
"United States Senate election in Ohio, 1988",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,1988-11-08,,
"United States Senate election in Ohio, 1994",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,1994-11-07,,
"United States Senate election in Ohio, 1998",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,1998-11-03,,
"United States Senate election in Ohio, 2000",5.1546,3.0928,12.3711,7.2165,5.1546,3.0928,0.0,0.4845,97,2000-11-07,,
"United States Senate election in Ohio, 2012",5.0891,2.799,10.4326,6.1069,5.3435,1.7812,0.7201,0.2392,393,2012-11-06,,
"United States presidential election in Oklahoma, 2008",1.1111,2.2222,5.5556,2.2222,5.5556,2.2222,1.0722,0.0,90,2008-11-04,,
"United States presidential election in Oklahoma, 2004",4.5455,4.5455,9.0909,6.8182,6.8182,0.0,1.3693,0.0,44,2004-11-02,,
"Tasmanian state election, 2014",1.3761,4.1284,2.7523,4.5872,1.3761,1.3761,0.7190000000000001,0.0,218,2014-03-15,,
"Rhode Island Republican primary, 2008",0.0,0.0,3.6364,1.8182,0.0,0.0,0.5636,0.0,55,2008-03-04,,
UFC 128,4.8544,0.9709,6.7961,0.9709,1.9417,0.0,2.9927,0.0,103,2011-03-19,,
UFC 131,4.0609,3.0457,5.0761,6.599,3.0457,3.5533,2.1396,1.3376,197,2011-06-11,,
UFC Fight Night: Shields vs. Ellenberger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2011-09-17,,
"United States presidential election in Rhode Island, 2008",1.1111,2.2222,5.5556,2.2222,5.5556,2.2222,1.0722,0.0,90,2008-11-04,,
"Tennessee Republican primary, 2008",6.0,2.0,16.0,2.0,6.0,0.0,1.63,0.305,50,2008-02-05,,
"United States presidential election in Utah, 2008",1.7857,1.1905,5.3571,1.1905,4.1667,1.1905,0.5744,0.0,168,2008-11-04,,
"United States Senate election in Utah, 2012",7.4074,14.8148,11.1111,7.4074,7.4074,0.0,6.462999999999999,1.787,27,2012-11-06,,
"United States presidential election in Vermont, 2004",2.381,7.1429,4.7619,11.9048,7.1429,4.7619,0.2619,1.7857,42,2004-11-02,,
"United States Senate election in Vermont, 2012",1.8519,3.7037,9.2593,3.7037,9.2593,3.7037,1.787,0.0,54,2012-11-06,,
"United States presidential election in Wyoming, 2008",2.8846,1.9231,6.7308,1.9231,4.8077,1.9231,0.9279,0.0,104,2008-11-04,,
Battle of Wadi Akarit,5.3571,1.7857,7.1429,5.3571,7.1429,1.7857,2.7812,0.0,56,1943-04-07,Tunisia,Africa
"United States presidential election in West Virginia, 2008",2.3622,1.5748,5.5118,1.5748,3.937,1.5748,0.8071,0.0,127,2008-11-04,,
2010 FIFA Club World Cup Final,1.1111,3.3333,5.5556,3.3333,5.5556,2.2222,1.0722,0.0,90,2010-12-18,,
"Washington, D.C. mayoral election, 2002",16.6667,0.0,25.0,0.0,16.6667,0.0,5.6875,0.0,12,2002-11-05,,
"United States Senate election in Virginia, 2012",4.5455,2.5974,11.6883,3.2468,4.5455,1.2987,2.7597,0.4367,154,2012-11-06,,
"United States House of Representatives elections in Washington, 2012",3.7037,7.4074,3.7037,11.1111,3.7037,3.7037,1.1204,1.3333,27,2012-11-06,,
Action off Charles Island,2.4691,2.4691,6.1728,2.4691,3.7037,1.2346,1.0309,0.0,81,1813-07-14,,
"United States presidential election in the District of Columbia, 2008",1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,2008-11-04,,
"Washington, D.C. mayoral election, 1978",16.6667,0.0,25.0,0.0,16.6667,0.0,5.6875,0.0,12,1978-11-07,,
"Northern Ireland Assembly election, 2016",3.2689,3.5661,7.8752,5.3492,4.0119,2.8232,3.062,0.1497,673,2016-05-05,,
"Swiss federal election, 2011",3.8526,3.6013,6.8677,5.0251,4.1876,1.1725,2.7337,0.1943,1194,2011-10-23,,
UFC 129,2.2222,1.4815,7.4074,2.963,3.7037,2.963,1.8556,0.5,135,2011-04-30,,
Battle of Britain Day,4.8193,4.8193,6.0241,4.8193,3.6145,2.4096,1.0482,0.762,83,1940-09-15,,
Operation Mihailovic,3.6424,2.3179,5.7947,2.1523,3.1457,0.8278,0.9988,0.1262,604,1941-12-09,,
2010 Bonin Islands earthquake,1.2048,2.4096,4.8193,3.6145,4.8193,1.2048,1.1627,0.0,83,2010-12-21,,
Capture of Fort-Dauphin (1794),3.7037,0.0,7.4074,3.7037,0.0,3.7037,0.5093,0.0,27,1794-01-29,Haiti,North America
2004 Bulgarian Supercup,0.0,2.8571,2.8571,2.8571,2.8571,0.0,0.0,0.0,35,2004-07-31,,
Relief of Genoa,4.3732,0.5831,5.2478,2.0408,3.4985,0.2915,0.9366,0.0,343,1625-04-24,Italy,Europe
Capture of Baghdad (1638),7.3529,1.4706,8.8235,1.4706,7.3529,1.4706,1.4743,1.2132,68,1638-12-25,,
"Brazilian presidential election, 1906",1.9231,3.8462,9.6154,3.8462,9.6154,3.8462,1.8558,0.0,52,1906-03-01,,
"Brazilian general election, 1950",1.9231,3.8462,9.6154,3.8462,9.6154,3.8462,1.8558,0.0,52,1950-10-03,,
Operation Judgement (1945),5.1724,1.7241,7.7586,3.4483,8.6207,1.7241,0.4181,0.0,116,1945-05-04,,
Siege of Suncheon,2.6667,9.3333,6.6667,8.0,2.6667,1.3333,1.4467,0.2267,75,1598-10-07,,
Capture of Oporto,6.25,0.0,6.25,0.0,0.0,0.0,0.9375,0.0,16,1580-10-24,,
Attack on Aruba,9.5238,2.381,11.9048,4.7619,7.1429,0.0,0.0655,0.0,42,1942-02-16,,
Battle of Sattelberg,2.8169,1.4085,9.8592,1.4085,7.0423,0.0,2.1021,0.0,71,1943-11-25,Papua New Guinea,Oceania
"Czech legislative election, 1992",0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2,1992-06-06,,
1995 Gulf of Aqaba earthquake,3.3654,1.4423,4.8077,1.4423,3.3654,0.4808,1.2163,0.0,208,1995-11-22,,
"West Bengal Legislative Assembly election, 2011",3.5874,3.0269,7.7354,4.3722,3.4753,2.13,1.5645,0.4092,892,2011-04-18,,
2010 All-Ireland Senior Club Hurling Championship Final,1.4286,2.8571,4.2857,2.8571,4.2857,1.4286,1.3786,0.0,70,2010-03-17,,
Battle of Lubrze,0.0,0.0,0.0,0.0,6.6667,0.0,0.0,0.0,15,1656-08-28,Poland,Europe
"Polish parliamentary election, 2011",3.6199,4.0724,2.7149,4.5249,2.2624,0.905,1.4672,0.4627,221,2011-10-09,,
"German election and referendum, 1936",7.8431,5.8824,9.8039,7.8431,6.8627,3.9216,0.6471,0.0,102,1936-03-29,,
"German election and referendum, 1938",0.0,20.0,0.0,20.0,0.0,8.0,0.0,0.0,25,1938-04-10,,
2010–11 Ivorian crisis,2.9276,6.8567,8.9753,11.4022,2.8891,5.2003,0.8154,3.7205,2596,2010-11-28,,
Battle of Hill 488,1.9231,3.8462,9.6154,3.8462,9.6154,3.8462,1.8558,0.0,52,1966-06-16,Vietnam,Asia
1998 MLS All-Star Game,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.9375,0.0,56,1998-08-02,,
1965 Ceram Sea earthquake,1.6,3.2,5.6,3.2,4.8,2.4,1.086,0.654,125,1965-01-24,,
2010 Iran–Iraq border clash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2010-05-13,,
2005 Zarand earthquake,0.0,7.1429,3.5714,5.7143,3.5714,1.4286,0.0,0.0,140,2005-02-22,Iran,Asia
2010 Hosseinabad earthquake,2.2727,0.0,4.5455,0.0,2.2727,0.0,0.3125,0.0,44,2010-12-20,Iran,Asia
1921 Persian coup d'état,3.4483,4.5977,4.2146,4.2146,2.682,0.3831,0.7874,0.7328,261,1921-02-21,,
2011 Cannes Film Festival,5.2308,3.6923,9.2308,4.6154,5.5385,1.5385,1.6023,0.4762,325,2011-05-22,,
1972 Ruisui earthquake,0.0,10.7143,3.5714,10.7143,3.5714,7.1429,0.0,0.0,28,1972-04-24,Taiwan,Asia
Battle of Lübeck,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1806-11-06,,
"United Nations Security Council election, 2011",4.8043,4.4484,9.2527,5.1601,4.0925,1.6014,1.0031,0.1495,562,2011-10-24,,
1877 Iquique earthquake,4.8951,3.1469,7.6923,3.4965,3.8462,2.0979,1.3942,0.5962,286,1877-05-09,,
"United Nations Security Council election, 2012",9.6774,4.8387,11.2903,4.8387,6.4516,3.2258,4.5161,0.0,62,2012-10-18,,
"United Nations Security Council election, 2013",2.4194,2.8226,5.2419,3.629,2.4194,0.4032,0.6905,0.0181,248,2013-12-06,,
Galgala campaign,2.8571,3.4286,4.0,4.0,2.8571,2.8571,1.7629,0.3971,175,2014-10-01,,
"Tamil Nadu Legislative Assembly election, 2011",5.2495,2.6898,8.9805,3.6009,6.3774,1.3015,1.6138,0.1912,2305,2011-04-13,,
Battle of Prenzlau,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1806-10-28,,
"United States Senate election in New Mexico, 2012",1.6667,3.3333,8.3333,3.3333,8.3333,3.3333,1.6083,0.0,60,2012-11-06,,
"United States Senate election in Tennessee, 2012",1.5038,1.5038,6.7669,2.2556,8.2707,1.5038,2.8947,0.0,133,2012-11-06,,
"United States Senate election in Hawaii, 2012",7.6923,7.6923,19.2308,11.5385,0.0,3.8462,0.0,0.0,26,2012-11-06,,
"United States Senate election in California, 2012",2.6316,1.3158,3.9474,1.3158,1.3158,0.0,0.0,1.0066,76,2012-11-06,,
"United States Senate election in Arizona, 2012",3.3962,2.2642,7.1698,3.0189,3.3962,2.2642,1.967,0.4274,265,2012-11-06,,
"United States Senate election in Washington, 2012",1.7857,3.5714,8.9286,3.5714,8.9286,3.5714,1.7232,0.0,56,2012-11-06,,
"United States Senate election in New Jersey, 2012",8.1081,2.7027,10.8108,2.7027,2.7027,0.0,0.7973,0.0,37,2012-11-06,,
"United States Senate election in New York, 2012",4.6632,5.1813,7.772,6.2176,6.7358,2.5907,1.4262,0.2526,193,2012-11-06,,
1997 Jiashi earthquakes,5.0,3.3333,8.3333,3.3333,5.0,1.6667,1.6083,0.0,60,1997-01-21,China,Asia
2011 AFC Asian Cup Final,1.4388,2.8777,5.7554,2.8777,5.7554,2.1583,1.3885,0.0,139,2011-01-29,,
1956 Nicaragua earthquake,1.6667,3.3333,5.0,3.3333,5.0,1.6667,1.6083,0.0,60,1956-10-24,,
"Indian general election, 2014",3.2430000000000003,3.2430000000000003,7.3213,4.5222,5.3047,1.7457,2.0616,0.4183,13290,2014-05-12,,
"Indian presidential election, 2012",2.4055,4.1237,5.1546,6.5292,4.1237,0.6873,0.4863,0.366,291,2012-07-19,,
2001 FIFA Confederations Cup Final,1.2821,2.5641,3.8462,2.5641,3.8462,1.2821,1.3333,0.0,78,2001-06-10,,
"Democratic Party (Italy) leadership election, 2009",0.9709,1.9417,3.8835,1.9417,3.8835,1.4563,1.3714,0.0,206,2009-10-25,,
"Kiribati presidential election, 2012",0.9569,1.9139,2.8708,1.9139,2.8708,0.9569,0.9234,0.0,209,2012-01-13,,
"Japanese general election, 1976",3.5294,3.5294,4.7059,5.8824,0.0,2.3529,0.5588,1.0353,85,1976-12-05,,
"Japanese House of Councillors election, 1998",1.7544,3.5088,5.2632,3.5088,5.2632,1.7544,1.693,0.0,57,1998-07-12,,
"Japanese House of Councillors election, 2001",2.5974,2.5974,7.1429,2.5974,5.1948,1.2987,1.6088,0.0,154,2001-07-29,,
"Luxembourg general election, 2009",2.5424,3.3898,5.0847,3.3898,4.2373,1.6949,1.6949,0.6356,118,2009-06-07,,
"Mauritanian parliamentary election, 2013",3.7037,2.2792,6.5527,3.4188,3.1339,0.8547,1.2799,0.0249,351,2013-12-21,,
"Moldovan presidential election, 2011–2012",0.6508,0.4338,1.5184,0.4338,1.5184,0.2169,0.8069,0.0,461,2012-03-16,,
Operation Tarnegol,4.918,9.8361,6.5574,11.4754,8.1967,8.1967,1.0574,0.0,61,1956-10-28,,
"Dutch general election, 1989",3.2258,3.2258,0.0,0.0,6.4516,0.0,5.5645,0.0403,31,1989-09-06,,
2000 Norwegian Football Cup Final,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,25,2000-10-29,,
"Pakistani general election, 1988",4.8837,2.093,7.2093,3.0233,3.7209,2.093,0.525,0.1122,430,1988-11-16,,
Battle off Lizard Point,3.8462,7.6923,7.6923,7.6923,3.8462,3.8462,0.0,0.0,26,1637-02-18,,
"Romanian general election, 1990",1.0753,2.1505,3.2258,2.1505,3.2258,1.0753,1.0376,0.0,93,1990-05-20,,
"Russian legislative election, 2011",4.3993,4.9414,9.0382,6.3532,5.08,2.6724,1.8089,0.3533,7933,2011-12-04,,
"Democratic Republic of the Congo general election, 2011",1.4184,4.9645,6.382999999999999,4.9645,4.2553,4.2553,0.7394,0.0,141,2012-02-26,,
"Syrian parliamentary election, 2012",5.9406,1.9802,6.9307,3.9604,1.9802,0.0,0.6312,0.0,101,2012-05-07,,
Battle of Salado Creek (1842),4.0,4.0,8.0,0.0,8.0,4.0,2.14,0.0,25,1842-09-17,,
Battle of Mileto,1.9231,1.9231,9.6154,3.8462,9.6154,1.9231,1.4904,0.0,52,1807-05-28,,
Battle of Spokane Plains,3.3333,3.3333,3.3333,3.3333,6.6667,0.0,3.4833,0.0,30,1858-09-05,,
1995 Ukrainian Cup Final,1.5385,3.0769,7.6923,3.0769,7.6923,3.0769,1.4846,0.0,65,1995-05-28,,
1997 Ukrainian Cup Final,1.5385,3.0769,7.6923,3.0769,7.6923,3.0769,1.4846,0.0,65,1997-05-25,,
1998 Ukrainian Cup Final,1.5385,3.0769,7.6923,3.0769,7.6923,3.0769,1.4846,0.0,65,1998-05-31,,
1963 Scottish League Cup Final,1.7544,3.5088,5.2632,3.5088,5.2632,1.7544,1.886,0.0,57,1963-10-26,,
2005 Scottish League Cup Final,1.4286,2.8571,7.1429,2.8571,7.1429,2.8571,1.5929,0.0,70,2005-03-20,,
2010 Scottish Challenge Cup Final,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,2011-04-10,,
"Venezuelan presidential election, 2012",3.7527,5.0756,7.6674,6.2905,3.5907,2.1328,1.1021,0.5807,3704,2012-10-07,,
"Scottish local elections, 2012",2.8846,3.6538,6.1538,4.6154,1.5385,1.9231,0.3952,0.5447,520,2012-05-03,,
"Spanish general election, 2011",4.4634,2.1842,6.4577,3.7037,5.698,1.6144,3.1538,0.1519,1053,2011-11-20,,
"Spanish general election, 1931",2.1277,2.1277,8.5106,6.382999999999999,6.382999999999999,2.1277,0.0,1.0,47,1931-06-28,,
"Barnsley Central by-election, 2011",6.0120000000000005,4.2084,7.8156,4.6092,4.8096,2.4048,2.0461,0.4008,499,2011-03-03,,
"United States House of Representatives elections, 1792",2.2222,2.2222,6.6667,2.2222,4.4444,0.0,0.0,0.0,45,1792-08-27,,
"United States House of Representatives elections, 1794",0.0,0.0,0.0,15.3846,0.0,0.0,4.9615,0.0,13,1794-08-24,,
"United States House of Representatives elections, 1810",8.6957,6.5217,15.2174,8.6957,0.0,2.1739,0.6739,0.0,46,1810-04-24,,
"United States House of Representatives elections, 1836",0.0,0.0,0.0,0.0,8.3333,0.0,5.9583,0.0,12,1836-07-04,,
"United States House of Representatives elections, 1838",3.4483,3.4483,6.8966,10.3448,3.4483,3.4483,3.6724,0.0,29,1838-07-02,,
"United States House of Representatives elections, 1848",7.0175,1.7544,8.7719,1.7544,3.5088,1.7544,0.2807,1.1316,57,1848-08-07,,
"California State Treasurer election, 2010",2.0408,4.0816,6.1224,4.0816,6.1224,2.0408,1.9694,0.0,49,2010-11-02,,
Helsinki village landing,1.6129,1.6129,9.6774,4.8387,6.4516,1.6129,0.0,0.7581,62,1808-09-28,,
"Indiana gubernatorial election, 2012",3.5398,7.0796,9.7345,7.9646,7.9646,1.7699,1.7146,0.0,113,2012-11-06,,
"San Francisco mayoral election, 2011",6.3604,2.4735,8.1272,3.1802,6.3604,0.3534,2.7509,0.3587,283,2011-11-08,,
"Tunisian presidential election, 2014",3.1863,3.6765,5.3922,4.902,1.7157,3.4314,1.1863,0.2868,408,2014-12-21,,
"Missouri attorney general election, 2012",2.7523,2.7523,7.3394,2.7523,5.5046,0.9174,2.1858,0.7775,109,2012-11-06,,
"Missouri lieutenant gubernatorial election, 2012",1.3333,2.6667,4.0,2.6667,4.0,1.3333,1.3867,0.0,75,2012-11-06,,
"Missouri state treasurer election, 2012",1.9608,3.9216,5.8824,3.9216,5.8824,1.9608,1.8922,0.0,51,2012-11-06,,
Against All Odds (2011),1.0563,1.7606,3.169,2.1127,3.5211,1.4085,0.934,0.1092,284,2011-02-13,,
Battle of Miechów,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1863-02-17,Poland,Europe
MLS Cup 2011,2.0408,4.0816,4.0816,6.1224,2.0408,4.0816,0.0,1.4031,49,2011-11-20,,
"West Virginia gubernatorial special election, 2011",4.0541,4.5045,8.5586,6.7568,6.7568,1.3514,3.6903,0.5146,222,2011-10-04,,
Battle of Krzykawka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1863-05-05,Poland,Europe
"Belfast West by-election, 2011",3.4903,4.1396,7.224,4.3831,4.1396,1.461,1.5268,0.1019,1232,2011-06-09,,
Invasion of England (1326),5.102,2.401,7.1429,4.7419,4.5618,3.1212,3.236,0.5285,1666,1326-11-16,,
"United States presidential election in Iowa, 2012",2.7826,1.5652,4.8696,2.2609,1.7391,0.8696,0.7313,0.133,575,2012-11-06,,
"United States Senate election in Michigan, 1996",5.5556,5.5556,5.5556,5.5556,0.0,0.0,3.1111,0.0,18,1996-11-05,,
"Montana gubernatorial election, 2012",0.9174,1.8349,2.7523,1.8349,2.7523,0.9174,1.0229,0.0,109,2012-11-06,,
Over the Limit (2011),3.5948,2.9412,8.8235,4.5752,3.268,2.6144,1.5662,0.4542,306,2011-05-22,,
